City	Edition	Sport	Discipline	Athlete	NOC	Gender	Event	Event_gender	Medal
Los Angeles	1932	Gymnastics	Artistic G.	SAVOLAINEN, Heikki	FIN	Men	individual all-round	M	Bronze
Los Angeles	1932	Gymnastics	Artistic G.	NERI, Romeo	ITA	Men	individual all-round	M	Gold
Los Angeles	1932	Gymnastics	Artistic G.	PELLE, István	HUN	Men	individual all-round	M	Silver
Los Angeles	1932	Gymnastics	Artistic G.	SAVOLAINEN, Heikki	FIN	Men	parallel bars	M	Bronze
Los Angeles	1932	Gymnastics	Artistic G.	NERI, Romeo	ITA	Men	parallel bars	M	Gold
Los Angeles	1932	Gymnastics	Artistic G.	PELLE, István	HUN	Men	parallel bars	M	Silver
Los Angeles	1932	Gymnastics	Artistic G.	HAUBOLD, Frank Otto	USA	Men	pommel horse	M	Bronze
Los Angeles	1932	Gymnastics	Artistic G.	PELLE, István	HUN	Men	pommel horse	M	Gold
Los Angeles	1932	Gymnastics	Artistic G.	BONOLI, Omero	ITA	Men	pommel horse	M	Silver
Los Angeles	1932	Gymnastics	Artistic G.	LATTUADA, Giovanni	ITA	Men	rings	M	Bronze
Los Angeles	1932	Gymnastics	Artistic G.	GULACK, George Julius	USA	Men	rings	M	Gold
Los Angeles	1932	Gymnastics	Artistic G.	DENTON, William Thomas	USA	Men	rings	M	Silver
Los Angeles	1932	Gymnastics	Artistic G.	CONNELLY, Thomas Francis Jr.	USA	Men	rope climbing	M	Bronze
Los Angeles	1932	Gymnastics	Artistic G.	BASS, Raymond Henry	USA	Men	rope climbing	M	Gold
Los Angeles	1932	Gymnastics	Artistic G.	GALBRAITH, William Jackson	USA	Men	rope climbing	M	Silver
Los Angeles	1932	Gymnastics	Artistic G.	NYBERG-NOROMA, Mauri Kalervo	FIN	Men	team competition	M	Bronze
Los Angeles	1932	Gymnastics	Artistic G.	PAKARINEN, Veikko Ilmari	FIN	Men	team competition	M	Bronze
Los Angeles	1932	Gymnastics	Artistic G.	SAVOLAINEN, Heikki	FIN	Men	team competition	M	Bronze
Los Angeles	1932	Gymnastics	Artistic G.	TERÄSVIRTA, Einari Allan	FIN	Men	team competition	M	Bronze
Los Angeles	1932	Gymnastics	Artistic G.	UOSIKKINEN, Martti	FIN	Men	team competition	M	Bronze
Los Angeles	1932	Gymnastics	Artistic G.	CAPUZZO, Oreste	ITA	Men	team competition	M	Gold
Los Angeles	1932	Gymnastics	Artistic G.	GUGLIELMETTI, Savino	ITA	Men	team competition	M	Gold
Los Angeles	1932	Gymnastics	Artistic G.	LERTORA, Mario	ITA	Men	team competition	M	Gold
Los Angeles	1932	Gymnastics	Artistic G.	NERI, Romeo	ITA	Men	team competition	M	Gold
Los Angeles	1932	Gymnastics	Artistic G.	TOGNINI, Franco	ITA	Men	team competition	M	Gold
Los Angeles	1932	Gymnastics	Artistic G.	CUMISKEY, Frank Joseph	USA	Men	team competition	M	Silver
Los Angeles	1932	Gymnastics	Artistic G.	HAUBOLD, Frank Otto	USA	Men	team competition	M	Silver
Los Angeles	1932	Gymnastics	Artistic G.	JOCHIM, Alfred	USA	Men	team competition	M	Silver
Los Angeles	1932	Gymnastics	Artistic G.	MEYER, Frederick H.	USA	Men	team competition	M	Silver
Los Angeles	1932	Gymnastics	Artistic G.	SCHULER, Michael	USA	Men	team competition	M	Silver
Los Angeles	1932	Gymnastics	Artistic G.	HERRMANN, William John	USA	Men	tumbling	M	Bronze
Los Angeles	1932	Gymnastics	Artistic G.	WOLFE, Rowland	USA	Men	tumbling	M	Gold
Los Angeles	1932	Gymnastics	Artistic G.	GROSS, Edward	USA	Men	tumbling	M	Silver
Los Angeles	1932	Gymnastics	Artistic G.	CARMICHAEL, Edward	USA	Men	vault	M	Bronze
Los Angeles	1932	Gymnastics	Artistic G.	GUGLIELMETTI, Savino	ITA	Men	vault	M	Gold
Los Angeles	1932	Gymnastics	Artistic G.	JOCHIM, Alfred	USA	Men	vault	M	Silver
Los Angeles	1932	Hockey	Hockey	BODDINGTON, William Westcott	USA	Men	hockey	M	Bronze
Los Angeles	1932	Hockey	Hockey	BREWSTER, Harold S.	USA	Men	hockey	M	Bronze
Los Angeles	1932	Hockey	Hockey	DEACON, Amos R.Little	USA	Men	hockey	M	Bronze
Los Angeles	1932	Hockey	Hockey	DISSTON, Horace Cumberland	USA	Men	hockey	M	Bronze
Los Angeles	1932	Hockey	Hockey	EWING, Samuel Evans Jr.	USA	Men	hockey	M	Bronze
Los Angeles	1932	Hockey	Hockey	GENTLE, James Cuthbert	USA	Men	hockey	M	Bronze
Los Angeles	1932	Hockey	Hockey	GREER, Henry Kirk	USA	Men	hockey	M	Bronze
Los Angeles	1932	Hockey	Hockey	KNAPP, Lawrence A.	USA	Men	hockey	M	Bronze
Los Angeles	1932	Hockey	Hockey	MCMULLIN, David III.	USA	Men	hockey	M	Bronze
Los Angeles	1932	Hockey	Hockey	O'BRIEN, Leonard Francis	USA	Men	hockey	M	Bronze
Los Angeles	1932	Hockey	Hockey	SHEAFFER, Charles Miller	USA	Men	hockey	M	Bronze
Los Angeles	1932	Hockey	Hockey	WOLTERS, Frederick Stanley	USA	Men	hockey	M	Bronze
Los Angeles	1932	Hockey	Hockey	BAIS, Dhyan Chand	IND	Men	hockey	M	Gold
Los Angeles	1932	Hockey	Hockey	BAIS, Roop Singh	IND	Men	hockey	M	Gold
Los Angeles	1932	Hockey	Hockey	BOKHARI, Lal Shah	IND	Men	hockey	M	Gold
Los Angeles	1932	Hockey	Hockey	CARR, Richard John	IND	Men	hockey	M	Gold
Los Angeles	1932	Hockey	Hockey	HAMMOND, Leslie Charles	IND	Men	hockey	M	Gold
Los Angeles	1932	Hockey	Hockey	HIND, Arthur Charles	IND	Men	hockey	M	Gold
Los Angeles	1932	Hockey	Hockey	JAFFAR, Sayed Mohomed	IND	Men	hockey	M	Gold
Los Angeles	1932	Hockey	Hockey	MINHAS, Masud Ali Khan	IND	Men	hockey	M	Gold
Los Angeles	1932	Hockey	Hockey	PINNIGER, Broome Eric	IND	Men	hockey	M	Gold
Los Angeles	1932	Hockey	Hockey	SINGH KULLAR, Gurmit	IND	Men	hockey	M	Gold
Los Angeles	1932	Hockey	Hockey	TAPSELL, Carlyle Carrol	IND	Men	hockey	M	Gold
Los Angeles	1932	Hockey	Hockey	HAMADA, Shunkichi	JPN	Men	hockey	M	Silver
Los Angeles	1932	Hockey	Hockey	INOHARA, Junzo	JPN	Men	hockey	M	Silver
Los Angeles	1932	Hockey	Hockey	KOBAYASHI, Sadayoshi	JPN	Men	hockey	M	Silver
Los Angeles	1932	Hockey	Hockey	KON, Haruhiko	JPN	Men	hockey	M	Silver
Los Angeles	1932	Hockey	Hockey	KONISHI, Kenichi	JPN	Men	hockey	M	Silver
Los Angeles	1932	Hockey	Hockey	NAGATA, Hiroshi	JPN	Men	hockey	M	Silver
Los Angeles	1932	Hockey	Hockey	NAKAMURA, Eiichi	JPN	Men	hockey	M	Silver
Los Angeles	1932	Hockey	Hockey	SAKAI, Yoshio	JPN	Men	hockey	M	Silver
Los Angeles	1932	Hockey	Hockey	SHIBATA, Katsumi	JPN	Men	hockey	M	Silver
Los Angeles	1932	Hockey	Hockey	SODA, Akio	JPN	Men	hockey	M	Silver
Los Angeles	1932	Hockey	Hockey	USAMI, Toshio	JPN	Men	hockey	M	Silver
Los Angeles	1932	Modern Pentathlon	Modern Pentath.	MAYO, Richard Walden	USA	Men	Individual competition	M	Bronze
Los Angeles	1932	Modern Pentathlon	Modern Pentath.	OXENSTIERNA, Johan Gabriel	SWE	Men	Individual competition	M	Gold
Los Angeles	1932	Modern Pentathlon	Modern Pentath.	LINDMAN, Bo Sigfrid Gabriel	SWE	Men	Individual competition	M	Silver
Los Angeles	1932	Rowing	Rowing	BUDZINSKI, Henryk	POL	Men	coxless pair (2-)	M	Bronze
Los Angeles	1932	Rowing	Rowing	KRENZ-MIKOLAJCZAK, Janusz	POL	Men	coxless pair (2-)	M	Bronze
Los Angeles	1932	Rowing	Rowing	CLIVE, Lewis	GBR	Men	coxless pair (2-)	M	Gold
Los Angeles	1932	Rowing	Rowing	EDWARDS, Hugh	GBR	Men	coxless pair (2-)	M	Gold
Los Angeles	1932	Rowing	Rowing	STILES, Cyril Alec	NZL	Men	coxless pair (2-)	M	Silver
Los Angeles	1932	Rowing	Rowing	THOMPSON, Fred Houghton	NZL	Men	coxless pair (2-)	M	Silver
Los Angeles	1932	Rowing	Rowing	DE MILLE, Noel	CAN	Men	double sculls (2x)	M	Bronze
Los Angeles	1932	Rowing	Rowing	PRATT, Charles E.	CAN	Men	double sculls (2x)	M	Bronze
Los Angeles	1932	Rowing	Rowing	GILMORE, Williams  E.Garrett	USA	Men	double sculls (2x)	M	Gold
Los Angeles	1932	Rowing	Rowing	MYERS, Kenneth	USA	Men	double sculls (2x)	M	Gold
Los Angeles	1932	Rowing	Rowing	BOETZELEN, Gerhard	GER	Men	double sculls (2x)	M	Silver
Los Angeles	1932	Rowing	Rowing	BUHTZ, Herbert	GER	Men	double sculls (2x)	M	Silver
Los Angeles	1932	Rowing	Rowing	BOAL, Donald G.	CAN	Men	eight with coxswain (8+)	M	Bronze
Los Angeles	1932	Rowing	Rowing	EASTWOOD, Earl	CAN	Men	eight with coxswain (8+)	M	Bronze
Los Angeles	1932	Rowing	Rowing	FRY, Harry Britain	CAN	Men	eight with coxswain (8+)	M	Bronze
Los Angeles	1932	Rowing	Rowing	HARRIS, Joseph John	CAN	Men	eight with coxswain (8+)	M	Bronze
Los Angeles	1932	Rowing	Rowing	LIDDELL, Cedric Haswell	CAN	Men	eight with coxswain (8+)	M	Bronze
Los Angeles	1932	Rowing	Rowing	MAC DONALD, George Leslie	CAN	Men	eight with coxswain (8+)	M	Bronze
Los Angeles	1932	Rowing	Rowing	STANYAR, Stanley	CAN	Men	eight with coxswain (8+)	M	Bronze
Los Angeles	1932	Rowing	Rowing	TAYLOR, Albert	CAN	Men	eight with coxswain (8+)	M	Bronze
Los Angeles	1932	Rowing	Rowing	THOBURN, William	CAN	Men	eight with coxswain (8+)	M	Bronze
Los Angeles	1932	Rowing	Rowing	BLAIR, James Howard	USA	Men	eight with coxswain (8+)	M	Gold
Los Angeles	1932	Rowing	Rowing	CHANDLER, Charles	USA	Men	eight with coxswain (8+)	M	Gold
Los Angeles	1932	Rowing	Rowing	DUNLAP, David Coombs	USA	Men	eight with coxswain (8+)	M	Gold
Los Angeles	1932	Rowing	Rowing	GRAHAM, Norris James	USA	Men	eight with coxswain (8+)	M	Gold
Los Angeles	1932	Rowing	Rowing	GREGG, Duncan Smith	USA	Men	eight with coxswain (8+)	M	Gold
Los Angeles	1932	Rowing	Rowing	HALL, Winslow William	USA	Men	eight with coxswain (8+)	M	Gold
Los Angeles	1932	Rowing	Rowing	JASTRAM, Burton Albert	USA	Men	eight with coxswain (8+)	M	Gold
Los Angeles	1932	Rowing	Rowing	SALISBURY, Edwin Lyle	USA	Men	eight with coxswain (8+)	M	Gold
Los Angeles	1932	Rowing	Rowing	TOWER, Harold	USA	Men	eight with coxswain (8+)	M	Gold
Los Angeles	1932	Rowing	Rowing	BALLERI, Mario	ITA	Men	eight with coxswain (8+)	M	Silver
Los Angeles	1932	Rowing	Rowing	BARBIERI, Renato	ITA	Men	eight with coxswain (8+)	M	Silver
Los Angeles	1932	Rowing	Rowing	BARSOTTI, Dino	ITA	Men	eight with coxswain (8+)	M	Silver
Los Angeles	1932	Rowing	Rowing	BRACCI, Renato	ITA	Men	eight with coxswain (8+)	M	Silver
Los Angeles	1932	Rowing	Rowing	CIONI, Vittorio	ITA	Men	eight with coxswain (8+)	M	Silver
Los Angeles	1932	Rowing	Rowing	DEL BIMBO, Guglielmo	ITA	Men	eight with coxswain (8+)	M	Silver
Los Angeles	1932	Rowing	Rowing	GARZELLI, Enrico	ITA	Men	eight with coxswain (8+)	M	Silver
Los Angeles	1932	Rowing	Rowing	MILANI, Cesare	ITA	Men	eight with coxswain (8+)	M	Silver
Los Angeles	1932	Rowing	Rowing	VESTRINI, Roberto	ITA	Men	eight with coxswain (8+)	M	Silver
Los Angeles	1932	Rowing	Rowing	COSSU, Francesco	ITA	Men	four without coxswain (4-)	M	Bronze
Los Angeles	1932	Rowing	Rowing	D, Giliante	ITA	Men	four without coxswain (4-)	M	Bronze
Los Angeles	1932	Rowing	Rowing	GHIARDELLO, Antonio	ITA	Men	four without coxswain (4-)	M	Bronze
Los Angeles	1932	Rowing	Rowing	PROVENZANI GARZONI, Antonio	ITA	Men	four without coxswain (4-)	M	Bronze
Los Angeles	1932	Rowing	Rowing	BADCOCK, John Charles	GBR	Men	four without coxswain (4-)	M	Gold
Los Angeles	1932	Rowing	Rowing	BERESFORD, Jack	GBR	Men	four without coxswain (4-)	M	Gold
Los Angeles	1932	Rowing	Rowing	EDWARDS, Hugh	GBR	Men	four without coxswain (4-)	M	Gold
Los Angeles	1932	Rowing	Rowing	GEORGE, Rowland David	GBR	Men	four without coxswain (4-)	M	Gold
Los Angeles	1932	Rowing	Rowing	ALETTER, Karl	GER	Men	four without coxswain (4-)	M	Silver
Los Angeles	1932	Rowing	Rowing	FLINSCH, Walter	GER	Men	four without coxswain (4-)	M	Silver
Los Angeles	1932	Rowing	Rowing	GABER, Ernst	GER	Men	four without coxswain (4-)	M	Silver
Los Angeles	1932	Rowing	Rowing	MAIER, Hans	GER	Men	four without coxswain (4-)	M	Silver
Los Angeles	1932	Rowing	Rowing	BRAUN, Jerzy	POL	Men	four-oared shell with coxswain (4-)	M	Bronze
Los Angeles	1932	Rowing	Rowing	KOBYLINSKI, Edward	POL	Men	four-oared shell with coxswain (4-)	M	Bronze
Los Angeles	1932	Rowing	Rowing	SKOLIMOWSKI, Jerzy	POL	Men	four-oared shell with coxswain (4-)	M	Bronze
Los Angeles	1932	Rowing	Rowing	SLAZAK, Janusz	POL	Men	four-oared shell with coxswain (4-)	M	Bronze
Los Angeles	1932	Rowing	Rowing	URBAN, Stanislaw	POL	Men	four-oared shell with coxswain (4-)	M	Bronze
Los Angeles	1932	Rowing	Rowing	ELLER, Hans	GER	Men	four-oared shell with coxswain (4-)	M	Gold
Los Angeles	1932	Rowing	Rowing	HOECK, Horst	GER	Men	four-oared shell with coxswain (4-)	M	Gold
Los Angeles	1932	Rowing	Rowing	MEYER, Walter	GER	Men	four-oared shell with coxswain (4-)	M	Gold
Los Angeles	1932	Rowing	Rowing	NEUMANN, Karl-Heinz	GER	Men	four-oared shell with coxswain (4-)	M	Gold
Los Angeles	1932	Rowing	Rowing	SPREMBERG, Joachim	GER	Men	four-oared shell with coxswain (4-)	M	Gold
Los Angeles	1932	Rowing	Rowing	DIVORA, Riccardo	ITA	Men	four-oared shell with coxswain (4-)	M	Silver
Los Angeles	1932	Rowing	Rowing	PAROVEL, Bruno	ITA	Men	four-oared shell with coxswain (4-)	M	Silver
Los Angeles	1932	Rowing	Rowing	PLAZZER, Giovanni	ITA	Men	four-oared shell with coxswain (4-)	M	Silver
Los Angeles	1932	Rowing	Rowing	SCHER, Giorgio	ITA	Men	four-oared shell with coxswain (4-)	M	Silver
Los Angeles	1932	Rowing	Rowing	VATTOVAZ, Bruno	ITA	Men	four-oared shell with coxswain (4-)	M	Silver
Los Angeles	1932	Rowing	Rowing	BRUNET, Pierre	FRA	Men	pair-oared shell with coxswain (2+)	M	Bronze
Los Angeles	1932	Rowing	Rowing	BRUSA, Anselme	FRA	Men	pair-oared shell with coxswain (2+)	M	Bronze
Los Angeles	1932	Rowing	Rowing	GIRIAT, Andre	FRA	Men	pair-oared shell with coxswain (2+)	M	Bronze
Los Angeles	1932	Rowing	Rowing	JENNINGS, Edward Francis	USA	Men	pair-oared shell with coxswain (2+)	M	Gold
Los Angeles	1932	Rowing	Rowing	KIEFFER, Charles M.	USA	Men	pair-oared shell with coxswain (2+)	M	Gold
Los Angeles	1932	Rowing	Rowing	SCHAUERS, Joseph Anthony	USA	Men	pair-oared shell with coxswain (2+)	M	Gold
Los Angeles	1932	Rowing	Rowing	BRAUN, Jerzy	POL	Men	pair-oared shell with coxswain (2+)	M	Silver
Los Angeles	1932	Rowing	Rowing	SKOLIMOWSKI, Jerzy	POL	Men	pair-oared shell with coxswain (2+)	M	Silver
Los Angeles	1932	Rowing	Rowing	SLAZAK, Janusz	POL	Men	pair-oared shell with coxswain (2+)	M	Silver
Los Angeles	1932	Rowing	Rowing	DOUGLAS, Guillermo	URU	Men	single sculls (1x)	M	Bronze
Los Angeles	1932	Rowing	Rowing	PEARCE, Henry Robert	AUS	Men	single sculls (1x)	M	Gold
Los Angeles	1932	Rowing	Rowing	MILLER, William G.	USA	Men	single sculls (1x)	M	Silver
Los Angeles	1932	Sailing	Sailing	BOULTBEE, Gardner	CAN	Men	6m	X	Bronze
Los Angeles	1932	Sailing	Sailing	GLASS, Kenneth	CAN	Men	6m	X	Bronze
Los Angeles	1932	Sailing	Sailing	ROGERS, Philip T.	CAN	Men	6m	X	Bronze
Los Angeles	1932	Sailing	Sailing	WILSON, Gerald	CAN	Men	6m	X	Bronze
Los Angeles	1932	Sailing	Sailing	AKERLUND, Olle	SWE	Men	6m	X	Gold
Los Angeles	1932	Sailing	Sailing	BERGQVIST, Ake	SWE	Men	6m	X	Gold
Los Angeles	1932	Sailing	Sailing	HINDORFF, Martin	SWE	Men	6m	X	Gold
Los Angeles	1932	Sailing	Sailing	HOLM, Tore	SWE	Men	6m	X	Gold
Los Angeles	1932	Sailing	Sailing	ASHBROOK, Temple W.	USA	Men	6m	X	Silver
Los Angeles	1932	Sailing	Sailing	CARLSON, Robert	USA	Men	6m	X	Silver
Los Angeles	1932	Sailing	Sailing	CONANT, Frederic Warren	USA	Men	6m	X	Silver
Los Angeles	1932	Sailing	Sailing	DAVIS, Emmett S.	USA	Men	6m	X	Silver
Los Angeles	1932	Sailing	Sailing	DOUGLAS, Donald Willis Jr.	USA	Men	6m	X	Silver
Los Angeles	1932	Sailing	Sailing	SMITH, Charles E.	USA	Men	6m	X	Silver
Los Angeles	1932	Sailing	Sailing	BIBY, John Edward Jr.	USA	Men	8m	X	Gold
Los Angeles	1932	Sailing	Sailing	BURNAND, Alphonse A.,Jr.	USA	Men	8m	X	Gold
Los Angeles	1932	Sailing	Sailing	CAREY, Kenneth A.	USA	Men	8m	X	Gold
Los Angeles	1932	Sailing	Sailing	CHURCHILL, Owen Porter	USA	Men	8m	X	Gold
Los Angeles	1932	Sailing	Sailing	COOPER, William H.	USA	Men	8m	X	Gold
Los Angeles	1932	Sailing	Sailing	DAVIS, Pierpont	USA	Men	8m	X	Gold
Los Angeles	1932	Sailing	Sailing	DORSEY, Carl James	USA	Men	8m	X	Gold
Los Angeles	1932	Sailing	Sailing	HUETTNER, John E.	USA	Men	8m	X	Gold
Los Angeles	1932	Sailing	Sailing	MOORE, Richard	USA	Men	8m	X	Gold
Los Angeles	1932	Sailing	Sailing	MORGAN, Alan C.	USA	Men	8m	X	Gold
Los Angeles	1932	Sailing	Sailing	SUTTON, Robert Mandel	USA	Men	8m	X	Gold
Los Angeles	1932	Sailing	Sailing	WEBSTER, Thomas C.	USA	Men	8m	X	Gold
Los Angeles	1932	Sailing	Sailing	CRIBB, Ernest F.	CAN	Men	8m	X	Silver
Los Angeles	1932	Sailing	Sailing	GORDON, Peter D.	CAN	Men	8m	X	Silver
Los Angeles	1932	Sailing	Sailing	GYLES, George F.	CAN	Men	8m	X	Silver
Los Angeles	1932	Sailing	Sailing	JONES, Harry A.	CAN	Men	8m	X	Silver
Los Angeles	1932	Sailing	Sailing	MAITLAND, Ronald Monteith	CAN	Men	8m	X	Silver
Los Angeles	1932	Sailing	Sailing	WALLACE, Hubert Alfred	CAN	Men	8m	X	Silver
Los Angeles	1932	Sailing	Sailing	AMAT CANSINO, Santiago	ESP	Men	olympic class monotype	X	Bronze
Los Angeles	1932	Sailing	Sailing	LEBRUN, Jacques Baptiste	FRA	Men	olympic class monotype	X	Gold
Los Angeles	1932	Sailing	Sailing	MAAS, Adriaan Lambertus Joseph	NED	Men	olympic class monotype	X	Silver
Los Angeles	1932	Sailing	Sailing	ASTHER, Gunnar Anton Edvard	SWE	Men	two-person keelboat open (Star)	X	Bronze
Los Angeles	1932	Sailing	Sailing	SUNDÉN-CULLBERG, Daniel (Dan)	SWE	Men	two-person keelboat open (Star)	X	Bronze
Los Angeles	1932	Sailing	Sailing	GRAY, Gilbert T.	USA	Men	two-person keelboat open (Star)	X	Gold
Los Angeles	1932	Sailing	Sailing	LIBANO, Andrew J. Jr.	USA	Men	two-person keelboat open (Star)	X	Gold
Los Angeles	1932	Sailing	Sailing	JAFFE, Peter	GBR	Men	two-person keelboat open (Star)	X	Silver
Los Angeles	1932	Sailing	Sailing	RATSEY, George Colin	GBR	Men	two-person keelboat open (Star)	X	Silver
Los Angeles	1932	Shooting	Shooting	MATTEUCCI, Domenico	ITA	Men	25m rapid fire pistol (60 shots)	M	Bronze
Los Angeles	1932	Shooting	Shooting	MORIGI, Renzo	ITA	Men	25m rapid fire pistol (60 shots)	M	Gold
Los Angeles	1932	Shooting	Shooting	HAX, Heinz	GER	Men	25m rapid fire pistol (60 shots)	M	Silver
Los Angeles	1932	Shooting	Shooting	HRADETZKY-SOOS-RUSZKA, Zoltan	HUN	Men	50m rifle prone (60 shots)	M	Bronze
Los Angeles	1932	Shooting	Shooting	RÖNNMARK, Bertil Vilhelm	SWE	Men	50m rifle prone (60 shots)	M	Gold
Los Angeles	1932	Shooting	Shooting	HUET BOBADILLA, Gustavo	MEX	Men	50m rifle prone (60 shots)	M	Silver
Los Angeles	1932	Weightlifting	Weightlifting	TERLAZZO, Anthony	USA	Men	- 60kg, total (featherweight)	M	Bronze
Los Angeles	1932	Weightlifting	Weightlifting	SUVIGNY, Raymond	FRA	Men	- 60kg, total (featherweight)	M	Gold
Los Angeles	1932	Weightlifting	Weightlifting	WÖLPERT, Johannes (Hans)	GER	Men	- 60kg, total (featherweight)	M	Silver
Los Angeles	1932	Weightlifting	Weightlifting	STRASSBERGER, Josef	GER	Men	+ 82.5kg, total (heavyweight)	M	Bronze
Los Angeles	1932	Weightlifting	Weightlifting	SKOBLA, Jaroslav	TCH	Men	+ 82.5kg, total (heavyweight)	M	Gold
Los Angeles	1932	Weightlifting	Weightlifting	PSENICKA SR., Václav	TCH	Men	+ 82.5kg, total (heavyweight)	M	Silver
Los Angeles	1932	Weightlifting	Weightlifting	PIERINI, Gastone	ITA	Men	60 - 67.5kg, total (lightweight)	M	Bronze
Los Angeles	1932	Weightlifting	Weightlifting	DUVERGER, René	FRA	Men	60 - 67.5kg, total (lightweight)	M	Gold
Los Angeles	1932	Weightlifting	Weightlifting	HAAS, Hans	AUT	Men	60 - 67.5kg, total (lightweight)	M	Silver
Los Angeles	1932	Weightlifting	Weightlifting	HIPFINGER, Karl	AUT	Men	67.5 - 75kg, total (middleweight)	M	Bronze
Los Angeles	1932	Weightlifting	Weightlifting	ISMAYR, Rudolf	GER	Men	67.5 - 75kg, total (middleweight)	M	Gold
Los Angeles	1932	Weightlifting	Weightlifting	GALIMBERTI, Carlo	ITA	Men	67.5 - 75kg, total (middleweight)	M	Silver
Los Angeles	1932	Weightlifting	Weightlifting	DUEY, Henry Ludwig	USA	Men	75 - 82.5kg, total (light-heavyweight)	M	Bronze
Los Angeles	1932	Weightlifting	Weightlifting	HOSTIN, Louis	FRA	Men	75 - 82.5kg, total (light-heavyweight)	M	Gold
Los Angeles	1932	Weightlifting	Weightlifting	OLSEN, Svend Egil Benjamin	DEN	Men	75 - 82.5kg, total (light-heavyweight)	M	Silver
Los Angeles	1932	Wrestling	Wrestling Free.	JASKARI, Aatos Tuomas	FIN	Men	- 56kg (bantamweight)	M	Bronze
Los Angeles	1932	Wrestling	Wrestling Free.	PEARCE, Robert Edward	USA	Men	- 56kg (bantamweight)	M	Gold
Los Angeles	1932	Wrestling	Wrestling Free.	ZOMBORI, Ödön	HUN	Men	- 56kg (bantamweight)	M	Silver
Los Angeles	1932	Wrestling	Wrestling Free.	HIRSCHL, Nikolaus	AUT	Men	+ 87kg (heavyweight)	M	Bronze
Los Angeles	1932	Wrestling	Wrestling Free.	RICKTTOFF, Johan	SWE	Men	+ 87kg (heavyweight)	M	Gold
Los Angeles	1932	Wrestling	Wrestling Free.	RILEY, John Horn	USA	Men	+ 87kg (heavyweight)	M	Silver
Los Angeles	1932	Wrestling	Wrestling Free.	KARLSSON, Einar	SWE	Men	56 - 61kg (featherweight)	M	Bronze
Los Angeles	1932	Wrestling	Wrestling Free.	PIHLAJAMÄKI, Hermanni	FIN	Men	56 - 61kg (featherweight)	M	Gold
Los Angeles	1932	Wrestling	Wrestling Free.	NEMIR, Edgar	USA	Men	56 - 61kg (featherweight)	M	Silver
Los Angeles	1932	Wrestling	Wrestling Free.	KLARÉN, Gustaf	SWE	Men	61 - 66kg (lightweight)	M	Bronze
Los Angeles	1932	Wrestling	Wrestling Free.	PACÔME, Charles	FRA	Men	61 - 66kg (lightweight)	M	Gold
Los Angeles	1932	Wrestling	Wrestling Free.	KÁRPÁTI, Károly	HUN	Men	61 - 66kg (lightweight)	M	Silver
Los Angeles	1932	Wrestling	Wrestling Free.	LEINO, Eino Aukusti	FIN	Men	66 - 72kg (welterweight)	M	Bronze
Los Angeles	1932	Wrestling	Wrestling Free.	VAN BEBBER, Jack Francis	USA	Men	66 - 72kg (welterweight)	M	Gold
Los Angeles	1932	Wrestling	Wrestling Free.	MACDONALD, Daniel	CAN	Men	66 - 72kg (welterweight)	M	Silver
Los Angeles	1932	Wrestling	Wrestling Free.	TUNYOGI, Jozsef	HUN	Men	72 - 79kg (middleweight)	M	Bronze
Los Angeles	1932	Wrestling	Wrestling Free.	JOHANSSON, Ivar	SWE	Men	72 - 79kg (middleweight)	M	Gold
Los Angeles	1932	Wrestling	Wrestling Free.	LUUKKO, Kyösti Aukusti	FIN	Men	72 - 79kg (middleweight)	M	Silver
Los Angeles	1932	Wrestling	Wrestling Free.	SCARF, Richard Edward	AUS	Men	79 - 87kg (light-heavyweight)	M	Bronze
Los Angeles	1932	Wrestling	Wrestling Free.	MEHRINGER, Peter Joseph	USA	Men	79 - 87kg (light-heavyweight)	M	Gold
Los Angeles	1932	Wrestling	Wrestling Free.	SJÖSTEDT, Thure	SWE	Men	79 - 87kg (light-heavyweight)	M	Silver
Los Angeles	1932	Wrestling	Wrestling Gre-R	FRANCOIS, Louis	FRA	Men	- 56kg (bantamweight)	M	Bronze
Los Angeles	1932	Wrestling	Wrestling Gre-R	BRENDEL, Jacob	GER	Men	- 56kg (bantamweight)	M	Gold
Los Angeles	1932	Wrestling	Wrestling Gre-R	NIZZOLA, Marcello	ITA	Men	- 56kg (bantamweight)	M	Silver
Los Angeles	1932	Wrestling	Wrestling Gre-R	HIRSCHL, Nikolaus	AUT	Men	+ 87kg (super heavyweight)	M	Bronze
Los Angeles	1932	Wrestling	Wrestling Gre-R	WESTERGREN, Carl	SWE	Men	+ 87kg (super heavyweight)	M	Gold
Los Angeles	1932	Wrestling	Wrestling Gre-R	URBAN, Josef	TCH	Men	+ 87kg (super heavyweight)	M	Silver
Los Angeles	1932	Wrestling	Wrestling Gre-R	KOSKELA, Lauri	FIN	Men	56 - 61kg (featherweight)	M	Bronze
Los Angeles	1932	Wrestling	Wrestling Gre-R	GOZZI, Giovanni	ITA	Men	56 - 61kg (featherweight)	M	Gold
Los Angeles	1932	Wrestling	Wrestling Gre-R	EHRL, Wolfgang	GER	Men	56 - 61kg (featherweight)	M	Silver
Los Angeles	1932	Wrestling	Wrestling Gre-R	SPERLING, Eduard	GER	Men	61 - 66kg (lightweight)	M	Bronze
Los Angeles	1932	Wrestling	Wrestling Gre-R	MALMBERG, Eric	SWE	Men	61 - 66kg (lightweight)	M	Gold
